State	PresidentialCandidate	Electoral Vote	Popular Vote	Year	PoliticalParty
Kentucky	Other (+)	0	0	1844.0	 - 
Louisiana	James K. Polk	6	13,782	1844.0	Democratic
Louisiana	Henry Clay	0	13,083	1844.0	Whig
Louisiana	James G. Birney	0	0	1844.0	Liberty
Louisiana	Other (+)	0	0	1844.0	 - 
Maine	James K. Polk	9	45,719	1844.0	Democratic
Maine	Henry Clay	0	34,378	1844.0	Whig
Maine	James G. Birney	0	4,836	1844.0	Liberty
Maine	Other (+)	0	0	1844.0	 - 
Maryland	James K. Polk	0	32,706	1844.0	Democratic
Maryland	Henry Clay	8	35,984	1844.0	Whig
Maryland	James G. Birney	0	0	1844.0	Liberty
Maryland	Other (+)	0	0	1844.0	 - 
Massachusetts	James K. Polk	0	53,039	1844.0	Democratic
Massachusetts	Henry Clay	12	67,062	1844.0	Whig
Massachusetts	James G. Birney	0	10,830	1844.0	Liberty
Massachusetts	Other (+)	0	1,106	1844.0	 - 
Michigan	James K. Polk	5	27,737	1844.0	Democratic
Michigan	Henry Clay	0	24,375	1844.0	Whig
Michigan	James G. Birney	0	3,639	1844.0	Liberty
Michigan	Other (+)	0	0	1844.0	 - 
Mississippi	James K. Polk	6	25,846	1844.0	Democratic
Mississippi	Henry Clay	0	19,158	1844.0	Whig
Mississippi	James G. Birney	0	0	1844.0	Liberty
Mississippi	Other (+)	0	0	1844.0	 - 
Missouri	James K. Polk	7	41,322	1844.0	Democratic
Missouri	Henry Clay	0	31,200	1844.0	Whig
Missouri	James G. Birney	0	0	1844.0	Liberty
Missouri	Other (+)	0	0	1844.0	 - 
New Hampshire	James K. Polk	6	27,160	1844.0	Democratic
New Hampshire	Henry Clay	0	17,866	1844.0	Whig
New Hampshire	James G. Birney	0	4,161	1844.0	Liberty
New Hampshire	Other (+)	0	0	1844.0	 - 
New Jersey	James K. Polk	0	37,495	1844.0	Democratic
New Jersey	Henry Clay	7	38,318	1844.0	Whig
New Jersey	James G. Birney	0	131	1844.0	Liberty
New Jersey	Other (+)	0	0	1844.0	 - 
New York	James K. Polk	36	237,588	1844.0	Democratic
New York	Henry Clay	0	232,482	1844.0	Whig
New York	James G. Birney	0	15,812	1844.0	Liberty
New York	Other (+)	0	0	1844.0	 - 
North Carolina	James K. Polk	0	39,287	1844.0	Democratic
North Carolina	Henry Clay	11	43,232	1844.0	Whig
North Carolina	James G. Birney	0	0	1844.0	Liberty
North Carolina	Other (+)	0	2	1844.0	 - 
Ohio	James K. Polk	0	149,061	1844.0	Democratic
Ohio	Henry Clay	23	155,113	1844.0	Whig
Ohio	James G. Birney	0	8,050	1844.0	Liberty
Ohio	Other (+)	0	0	1844.0	 - 
Pennsylvania	James K. Polk	26	167,447	1844.0	Democratic
Pennsylvania	Henry Clay	0	161,125	1844.0	Whig
Pennsylvania	James G. Birney	0	3,000	1844.0	Liberty
Pennsylvania	Other (+)	0	0	1844.0	 - 
Rhode Island	James K. Polk	0	4,867	1844.0	Democratic
Rhode Island	Henry Clay	4	7,322	1844.0	Whig
Rhode Island	James G. Birney	0	107	1844.0	Liberty
Rhode Island	Other (+)	0	0	1844.0	 - 
Tennessee	James K. Polk	0	59,917	1844.0	Democratic
Tennessee	Henry Clay	13	60,040	1844.0	Whig
Tennessee	James G. Birney	0	0	1844.0	Liberty
Tennessee	Other (+)	0	0	1844.0	 - 
Vermont	James K. Polk	0	18,049	1844.0	Democratic
Vermont	Henry Clay	6	26,780	1844.0	Whig
Vermont	James G. Birney	0	3,970	1844.0	Liberty
Vermont	Other (+)	0	30	1844.0	 - 
Alabama	Zachary Taylor  	0	30,482	1848.0	Whig
Alabama	Lewis Cass  	9	31,173	1848.0	Democratic
Alabama	Martin Van Buren 	0	0	1848.0	Free Soil
Alabama	Other (+)	0	4	1848.0	 - 
Arkansas	Zachary Taylor  	0	7,587	1848.0	Whig
Arkansas	Lewis Cass  	3	9,301	1848.0	Democratic
Arkansas	Martin Van Buren 	0	0	1848.0	Free Soil
Arkansas	Other (+)	0	0	1848.0	 - 
Connecticut	Zachary Taylor  	6	30,318	1848.0	Whig
Connecticut	Lewis Cass  	0	27,051	1848.0	Democratic
Connecticut	Martin Van Buren 	0	5,005	1848.0	Free Soil
Connecticut	Other (+)	0	24	1848.0	 - 
Delaware	Zachary Taylor  	3	6,440	1848.0	Whig
Delaware	Lewis Cass  	0	5,910	1848.0	Democratic
Delaware	Martin Van Buren 	0	82	1848.0	Free Soil
Delaware	Other (+)	0	0	1848.0	 - 
Florida	Zachary Taylor  	3	4,120	1848.0	Whig
Florida	Lewis Cass  	0	3,083	1848.0	Democratic
Florida	Martin Van Buren 	0	0	1848.0	Free Soil
Florida	Other (+)	0	0	1848.0	 - 
Georgia	Zachary Taylor  	10	47,532	1848.0	Whig
Georgia	Lewis Cass  	0	44,785	1848.0	Democratic
Georgia	Martin Van Buren 	0	0	1848.0	Free Soil
Georgia	Other (+)	0	0	1848.0	 - 
Illinois	Zachary Taylor  	0	52,853	1848.0	Whig
Illinois	Lewis Cass  	9	55,952	1848.0	Democratic
Illinois	Martin Van Buren 	0	15,702	1848.0	Free Soil
Illinois	Other (+)	0	89	1848.0	 - 
Indiana	Zachary Taylor  	0	69,907	1848.0	Whig
Indiana	Lewis Cass  	12	74,745	1848.0	Democratic
Indiana	Martin Van Buren 	0	8,100	1848.0	Free Soil
Indiana	Other (+)	0	0	1848.0	 - 
Iowa	Zachary Taylor  	0	9,930	1848.0	Whig
Iowa	Lewis Cass  	4	11,238	1848.0	Democratic
Iowa	Martin Van Buren 	0	1,103	1848.0	Free Soil
Iowa	Other (+)	0	0	1848.0	 - 
Kentucky	Zachary Taylor  	12	67,145	1848.0	Whig
Kentucky	Lewis Cass  	0	49,720	1848.0	Democratic
Kentucky	Martin Van Buren 	0	0	1848.0	Free Soil
Kentucky	Other (+)	0	0	1848.0	 - 
Louisiana	Zachary Taylor  	6	18,487	1848.0	Whig
Louisiana	Lewis Cass  	0	15,379	1848.0	Democratic
Louisiana	Martin Van Buren 	0	0	1848.0	Free Soil
Louisiana	Other (+)	0	0	1848.0	 - 
Maine	Zachary Taylor  	0	35,273	1848.0	Whig
Maine	Lewis Cass  	9	40,195	1848.0	Democratic
Maine	Martin Van Buren 	0	12,157	1848.0	Free Soil
Maine	Other (+)	0	0	1848.0	 - 
Maryland	Zachary Taylor  	8	37,702	1848.0	Whig
Maryland	Lewis Cass  	0	34,528	1848.0	Democratic
Maryland	Martin Van Buren 	0	129	1848.0	Free Soil
Maryland	Other (+)	0	0	1848.0	 - 
Massachusetts	Zachary Taylor  	12	61,072	1848.0	Whig
Massachusetts	Lewis Cass  	0	35,281	1848.0	Democratic
Massachusetts	Martin Van Buren 	0	38,333	1848.0	Free Soil
Massachusetts	Other (+)	0	62	1848.0	 - 
Michigan	Zachary Taylor  	0	23,947	1848.0	Whig
Michigan	Lewis Cass  	5	30,742	1848.0	Democratic
Michigan	Martin Van Buren 	0	10,393	1848.0	Free Soil
Michigan	Other (+)	0	0	1848.0	 - 
Mississippi	Zachary Taylor  	0	25,911	1848.0	Whig
Mississippi	Lewis Cass  	6	26,545	1848.0	Democratic
Mississippi	Martin Van Buren 	0	0	1848.0	Free Soil
Mississippi	Other (+)	0	0	1848.0	 - 
Missouri	Zachary Taylor  	0	32,671	1848.0	Whig
Missouri	Lewis Cass  	7	40,077	1848.0	Democratic
Missouri	Martin Van Buren 	0	0	1848.0	Free Soil
Missouri	Other (+)	0	0	1848.0	 - 
New Hampshire	Zachary Taylor  	0	14,781	1848.0	Whig
New Hampshire	Lewis Cass  	6	27,763	1848.0	Democratic
New Hampshire	Martin Van Buren 	0	7,560	1848.0	Free Soil
New Hampshire	Other (+)	0	0	1848.0	 - 
New Jersey	Zachary Taylor  	7	40,015	1848.0	Whig
New Jersey	Lewis Cass  	0	36,901	1848.0	Democratic
New Jersey	Martin Van Buren 	0	819	1848.0	Free Soil
New Jersey	Other (+)	0	0	1848.0	 - 
New York	Zachary Taylor  	36	218,583	1848.0	Whig
New York	Lewis Cass  	0	114,319	1848.0	Democratic
New York	Martin Van Buren 	0	120,497	1848.0	Free Soil
New York	Other (+)	0	2,545	1848.0	 - 
North Carolina	Zachary Taylor  	11	44,054	1848.0	Whig
North Carolina	Lewis Cass  	0	35,772	1848.0	Democratic
North Carolina	Martin Van Buren 	0	0	1848.0	Free Soil
North Carolina	Other (+)	0	26	1848.0	 - 
Ohio	Zachary Taylor  	0	138,359	1848.0	Whig
Ohio	Lewis Cass  	23	154,773	1848.0	Democratic
Ohio	Martin Van Buren 	0	35,347	1848.0	Free Soil
Ohio	Other (+)	0	0	1848.0	 - 
Pennsylvania	Zachary Taylor  	26	185,313	1848.0	Whig
Pennsylvania	Lewis Cass  	0	171,976	1848.0	Democratic
Pennsylvania	Martin Van Buren 	0	11,263	1848.0	Free Soil
Pennsylvania	Other (+)	0	0	1848.0	 - 
Rhode Island	Zachary Taylor  	4	6,779	1848.0	Whig
Rhode Island	Lewis Cass  	0	3,646	1848.0	Democratic
Rhode Island	Martin Van Buren 	0	730	1848.0	Free Soil
Rhode Island	Other (+)	0	0	1848.0	 - 
Tennessee	Zachary Taylor  	13	64,321	1848.0	Whig
Tennessee	Lewis Cass  	0	58,142	1848.0	Democratic
Tennessee	Martin Van Buren 	0	0	1848.0	Free Soil
Tennessee	Other (+)	0	0	1848.0	 - 
Texas	Zachary Taylor  	0	4,509	1848.0	Whig
Texas	Lewis Cass  	4	10,668	1848.0	Democratic
Texas	Martin Van Buren 	0	0	1848.0	Free Soil
Texas	Other (+)	0	0	1848.0	 - 
Vermont	Zachary Taylor  	6	23,132	1848.0	Whig
Vermont	Lewis Cass  	0	10,948	1848.0	Democratic
Vermont	Martin Van Buren 	0	13,837	1848.0	Free Soil
Vermont	Other (+)	0	5	1848.0	 - 
Virginia	Zachary Taylor  	0	45,265	1848.0	Whig
Virginia	Lewis Cass  	17	46,739	1848.0	Democratic
Virginia	Martin Van Buren 	0	0	1848.0	Free Soil
Virginia	Other (+)	0	0	1848.0	 - 
Alabama	Franklin Pierce  	9	26,881	1852.0	Democratic
Alabama	Winfield Scott  	0	15,061	1852.0	Whig
Alabama	John Hale  	0	0	1852.0	Free Soil
Alabama	Other (+)	0	2,205	1852.0	 - 
Arkansas	Franklin Pierce  	4	12,173	1852.0	Democratic
Arkansas	Winfield Scott  	0	7,404	1852.0	Whig
Arkansas	John Hale  	0	0	1852.0	Free Soil
Arkansas	Other (+)	0	0	1852.0	 - 
California	Franklin Pierce  	4	40,721	1852.0	Democratic
California	Winfield Scott  	0	35,972	1852.0	Whig
California	John Hale  	0	61	1852.0	Free Soil
California	Other (+)	0	56	1852.0	 - 
Connecticut	Franklin Pierce  	6	33,249	1852.0	Democratic
Connecticut	Winfield Scott  	0	30,359	1852.0	Whig
Connecticut	John Hale  	0	3,161	1852.0	Free Soil
Connecticut	Other (+)	0	12	1852.0	 - 
Delaware	Franklin Pierce  	3	6,318	1852.0	Democratic
Delaware	Winfield Scott  	0	6,293	1852.0	Whig
Delaware	John Hale  	0	62	1852.0	Free Soil
Delaware	Other (+)	0	0	1852.0	 - 
Florida	Franklin Pierce  	3	4,318	1852.0	Democratic
Florida	Winfield Scott  	0	2,875	1852.0	Whig
Florida	John Hale  	0	0	1852.0	Free Soil
Florida	Other (+)	0	0	1852.0	 - 
Georgia	Franklin Pierce  	10	40,516	1852.0	Democratic
Georgia	Winfield Scott  	0	16,660	1852.0	Whig
Georgia	John Hale  	0	0	1852.0	Free Soil
Georgia	Other (+)	0	5,450	1852.0	 - 
Illinois	Franklin Pierce  	11	80,378	1852.0	Democratic
Illinois	Winfield Scott  	0	64,733	1852.0	Whig
Illinois	John Hale  	0	9,863	1852.0	Free Soil
Illinois	Other (+)	0	0	1852.0	 - 
Indiana	Franklin Pierce  	13	95,340	1852.0	Democratic
Indiana	Winfield Scott  	0	80,901	1852.0	Whig
Indiana	John Hale  	0	6,929	1852.0	Free Soil
Indiana	Other (+)	0	0	1852.0	 - 
Iowa	Franklin Pierce  	4	17,763	1852.0	Democratic
Iowa	Winfield Scott  	0	15,856	1852.0	Whig
Iowa	John Hale  	0	1,606	1852.0	Free Soil
Iowa	Other (+)	0	139	1852.0	 - 
Kentucky	Franklin Pierce  	0	53,949	1852.0	Democratic
Kentucky	Winfield Scott  	12	57,428	1852.0	Whig
Kentucky	John Hale  	0	266	1852.0	Free Soil
Kentucky	Other (+)	0	0	1852.0	 - 
Louisiana	Franklin Pierce  	6	18,647	1852.0	Democratic
Louisiana	Winfield Scott  	0	17,255	1852.0	Whig
Louisiana	John Hale  	0	0	1852.0	Free Soil
Louisiana	Other (+)	0	0	1852.0	 - 
Maine	Franklin Pierce  	8	41,609	1852.0	Democratic
Maine	Winfield Scott  	0	32,543	1852.0	Whig
Maine	John Hale  	0	8,030	1852.0	Free Soil
Maine	Other (+)	0	0	1852.0	 - 
Maryland	Franklin Pierce  	8	40,022	1852.0	Democratic
Maryland	Winfield Scott  	0	35,077	1852.0	Whig
Maryland	John Hale  	0	21	1852.0	Free Soil
Maryland	Other (+)	0	0	1852.0	 - 
Massachusetts	Franklin Pierce  	0	44,569	1852.0	Democratic
Massachusetts	Winfield Scott  	13	52,683	1852.0	Whig
Massachusetts	John Hale  	0	28,023	1852.0	Free Soil
Massachusetts	Other (+)	0	1,828	1852.0	 - 
Michigan	Franklin Pierce  	6	41,842	1852.0	Democratic
Michigan	Winfield Scott  	0	33,860	1852.0	Whig
Michigan	John Hale  	0	7,237	1852.0	Free Soil
Michigan	Other (+)	0	0	1852.0	 - 
Mississippi	Franklin Pierce  	7	26,896	1852.0	Democratic
Mississippi	Winfield Scott  	0	17,558	1852.0	Whig
Mississippi	John Hale  	0	0	1852.0	Free Soil
Mississippi	Other (+)	0	0	1852.0	 - 
Missouri	Franklin Pierce  	9	38,817	1852.0	Democratic
Missouri	Winfield Scott  	0	29,984	1852.0	Whig
Missouri	John Hale  	0	0	1852.0	Free Soil
Missouri	Other (+)	0	0	1852.0	 - 
New Hampshire	Franklin Pierce  	5	28,503	1852.0	Democratic
New Hampshire	Winfield Scott  	0	15,486	1852.0	Whig
New Hampshire	John Hale  	0	6,546	1852.0	Free Soil
New Hampshire	Other (+)	0	0	1852.0	 - 
New Jersey	Franklin Pierce  	7	44,305	1852.0	Democratic
New Jersey	Winfield Scott  	0	38,556	1852.0	Whig
New Jersey	John Hale  	0	359	1852.0	Free Soil
New Jersey	Other (+)	0	0	1852.0	 - 
New York	Franklin Pierce  	35	262,083	1852.0	Democratic
New York	Winfield Scott  	0	234,882	1852.0	Whig
New York	John Hale  	0	25,329	1852.0	Free Soil
New York	Other (+)	0	0	1852.0	 - 
North Carolina	Franklin Pierce  	10	39,788	1852.0	Democratic
North Carolina	Winfield Scott  	0	39,043	1852.0	Whig
North Carolina	John Hale  	0	0	1852.0	Free Soil
North Carolina	Other (+)	0	60	1852.0	 - 
Ohio	Franklin Pierce  	23	168,933	1852.0	Democratic
Ohio	Winfield Scott  	0	152,523	1852.0	Whig
Ohio	John Hale  	0	31,732	1852.0	Free Soil
Ohio	Other (+)	0	0	1852.0	 - 
Pennsylvania	Franklin Pierce  	27	198,562	1852.0	Democratic
Pennsylvania	Winfield Scott  	0	179,104	1852.0	Whig
Pennsylvania	John Hale  	0	8,495	1852.0	Free Soil
Pennsylvania	Other (+)	0	1,678	1852.0	 - 
Rhode Island	Franklin Pierce  	4	8,735	1852.0	Democratic
Rhode Island	Winfield Scott  	0	7,626	1852.0	Whig
Rhode Island	John Hale  	0	644	1852.0	Free Soil
Rhode Island	Other (+)	0	0	1852.0	 - 
Tennessee	Franklin Pierce  	0	56,900	1852.0	Democratic
Tennessee	Winfield Scott  	12	58,586	1852.0	Whig
Tennessee	John Hale  	0	0	1852.0	Free Soil
Tennessee	Other (+)	0	0	1852.0	 - 
Texas	Franklin Pierce  	4	13,552	1852.0	Democratic
Texas	Winfield Scott  	0	4,995	1852.0	Whig
Texas	John Hale  	0	0	1852.0	Free Soil
Texas	Other (+)	0	0	1852.0	 - 
Vermont	Franklin Pierce  	0	13,044	1852.0	Democratic
Vermont	Winfield Scott  	5	22,173	1852.0	Whig
Vermont	John Hale  	0	8,621	1852.0	Free Soil
Vermont	Other (+)	0	52	1852.0	 - 
Virginia	Franklin Pierce  	15	73,872	1852.0	Democratic
Virginia	Winfield Scott  	0	58,732	1852.0	Whig
Virginia	John Hale  	0	0	1852.0	Free Soil
Virginia	Other (+)	0	0	1852.0	 - 
Alabama	James Buchanan  	9	46,739	1856.0	Democratic
Alabama	Fremont	0	0	1856.0	-
Alabama	Millard Fillmore  	0	28,552	1856.0	Whig-American
Alabama	Other (+)	0	0	1856.0	 - 
Arkansas	James Buchanan  	4	21,910	1856.0	Democratic
Arkansas	Fremont	0	0	1856.0	-
Arkansas	Millard Fillmore  	0	10,732	1856.0	Whig-American
Arkansas	Other (+)	0	0	1856.0	 - 
California	James Buchanan  	4	53,342	1856.0	Democratic
California	Fremont	0	20,704	1856.0	-
California	Millard Fillmore  	0	36,195	1856.0	Whig-American
California	Other (+)	0	14	1856.0	 - 
Connecticut	James Buchanan  	0	34,997	1856.0	Democratic
Connecticut	Fremont	6	42,717	1856.0	-
Connecticut	Millard Fillmore  	0	2,615	1856.0	Whig-American
Connecticut	Other (+)	0	0	1856.0	 - 
Delaware	James Buchanan  	3	8,004	1856.0	Democratic
Delaware	Fremont	0	310	1856.0	-
Delaware	Millard Fillmore  	0	6,275	1856.0	Whig-American
Delaware	Other (+)	0	9	1856.0	 - 
Florida	James Buchanan  	3	6,358	1856.0	Democratic
Florida	Fremont	0	0	1856.0	-
Florida	Millard Fillmore  	0	4,833	1856.0	Whig-American
Florida	Other (+)	0	0	1856.0	 - 
Georgia	James Buchanan  	10	56,581	1856.0	Democratic
Georgia	Fremont	0	0	1856.0	-
Georgia	Millard Fillmore  	0	42,439	1856.0	Whig-American
Georgia	Other (+)	0	0	1856.0	 - 
Illinois	James Buchanan  	11	105,528	1856.0	Democratic
Illinois	Fremont	0	96,275	1856.0	-
Illinois	Millard Fillmore  	0	37,531	1856.0	Whig-American
Illinois	Other (+)	0	0	1856.0	 - 
Indiana	James Buchanan  	13	118,670	1856.0	Democratic
Indiana	Fremont	0	94,375	1856.0	-
Indiana	Millard Fillmore  	0	22,386	1856.0	Whig-American
Indiana	Other (+)	0	0	1856.0	 - 
Iowa	James Buchanan  	0	37,568	1856.0	Democratic
Iowa	Fremont	4	45,073	1856.0	-
Iowa	Millard Fillmore  	0	9,669	1856.0	Whig-American
Iowa	Other (+)	0	0	1856.0	 - 
Kentucky	James Buchanan  	12	74,642	1856.0	Democratic
Kentucky	Fremont	0	0	1856.0	-
Kentucky	Millard Fillmore  	0	67,416	1856.0	Whig-American
Kentucky	Other (+)	0	0	1856.0	 - 
Louisiana	James Buchanan  	6	22,164	1856.0	Democratic
Louisiana	Fremont	0	0	1856.0	-
Louisiana	Millard Fillmore  	0	20,709	1856.0	Whig-American
Louisiana	Other (+)	0	0	1856.0	 - 
Maine	James Buchanan  	0	39,140	1856.0	Democratic
Maine	Fremont	8	67,279	1856.0	-
Maine	Millard Fillmore  	0	3,270	1856.0	Whig-American
Maine	Other (+)	0	0	1856.0	 - 
Maryland	James Buchanan  	0	39,123	1856.0	Democratic
Maryland	Fremont	0	285	1856.0	-
Maryland	Millard Fillmore  	8	47,452	1856.0	Whig-American
Maryland	Other (+)	0	0	1856.0	 - 
Massachusetts	James Buchanan  	0	39,244	1856.0	Democratic
Massachusetts	Fremont	13	108,172	1856.0	-
Massachusetts	Millard Fillmore  	0	19,626	1856.0	Whig-American
Massachusetts	Other (+)	0	3,006	1856.0	 - 
Michigan	James Buchanan  	0	52,139	1856.0	Democratic
Michigan	Fremont	6	71,762	1856.0	-
Michigan	Millard Fillmore  	0	1,660	1856.0	Whig-American
Michigan	Other (+)	0	0	1856.0	 - 
Mississippi	James Buchanan  	7	35,456	1856.0	Democratic
Mississippi	Fremont	0	0	1856.0	-
Mississippi	Millard Fillmore  	0	24,191	1856.0	Whig-American
Mississippi	Other (+)	0	0	1856.0	 - 
Missouri	James Buchanan  	9	57,964	1856.0	Democratic
Missouri	Fremont	0	0	1856.0	-
Missouri	Millard Fillmore  	0	48,522	1856.0	Whig-American
Missouri	Other (+)	0	0	1856.0	 - 
New Hampshire	James Buchanan  	0	31,891	1856.0	Democratic
New Hampshire	Fremont	5	37,473	1856.0	-
New Hampshire	Millard Fillmore  	0	410	1856.0	Whig-American
New Hampshire	Other (+)	0	0	1856.0	 - 
New Jersey	James Buchanan  	7	46,943	1856.0	Democratic
New Jersey	Fremont	0	28,338	1856.0	-
New Jersey	Millard Fillmore  	0	24,115	1856.0	Whig-American
New Jersey	Other (+)	0	0	1856.0	 - 
New York	James Buchanan  	0	195,878	1856.0	Democratic
New York	Fremont	35	276,004	1856.0	-
New York	Millard Fillmore  	0	124,604	1856.0	Whig-American
New York	Other (+)	0	0	1856.0	 - 
North Carolina	James Buchanan  	10	48,243	1856.0	Democratic
North Carolina	Fremont	0	0	1856.0	-
North Carolina	Millard Fillmore  	0	36,720	1856.0	Whig-American
North Carolina	Other (+)	0	0	1856.0	 - 
Ohio	James Buchanan  	0	170,874	1856.0	Democratic
Ohio	Fremont	23	187,497	1856.0	-
Ohio	Millard Fillmore  	0	28,126	1856.0	Whig-American
Ohio	Other (+)	0	0	1856.0	 - 
Pennsylvania	James Buchanan  	27	230,686	1856.0	Democratic
Pennsylvania	Fremont	0	147,286	1856.0	-
Pennsylvania	Millard Fillmore  	0	82,189	1856.0	Whig-American
Pennsylvania	Other (+)	0	0	1856.0	 - 
Rhode Island	James Buchanan  	0	6,680	1856.0	Democratic
Rhode Island	Fremont	4	11,467	1856.0	-
Rhode Island	Millard Fillmore  	0	1,675	1856.0	Whig-American
Rhode Island	Other (+)	0	0	1856.0	 - 
Tennessee	James Buchanan  	12	69,704	1856.0	Democratic
Tennessee	Fremont	0	0	1856.0	-
Tennessee	Millard Fillmore  	0	63,878	1856.0	Whig-American
Tennessee	Other (+)	0	0	1856.0	 - 
Texas	James Buchanan  	4	31,169	1856.0	Democratic
Texas	Fremont	0	0	1856.0	-
Texas	Millard Fillmore  	0	15,639	1856.0	Whig-American
Texas	Other (+)	0	0	1856.0	 - 
Vermont	James Buchanan  	0	10,577	1856.0	Democratic
Vermont	Fremont	5	39,561	1856.0	-
Vermont	Millard Fillmore  	0	545	1856.0	Whig-American
Vermont	Other (+)	0	65	1856.0	 - 
Virginia	James Buchanan  	15	90,083	1856.0	Democratic
Virginia	Fremont	0	0	1856.0	-
Virginia	Millard Fillmore  	0	60,150	1856.0	Whig-American
Virginia	Other (+)	0	0	1856.0	 - 
Alabama	Abraham Lincoln  	0	0	1860.0	Republican
Alabama	Stephen Douglas  	9	13,618	1860.0	Democratic
Alabama	Brecki.	0	48,669	1860.0	-
Alabama	John Bell  	0	27,835	1860.0	Constitutional Union
Alabama	Other (+)	0	0	1860.0	 - 
Arkansas	Abraham Lincoln  	0	0	1860.0	Republican
Arkansas	Stephen Douglas  	4	5,357	1860.0	Democratic
Arkansas	Brecki.	0	28,732	1860.0	-
Arkansas	John Bell  	0	20,063	1860.0	Constitutional Union
Arkansas	Other (+)	0	0	1860.0	 - 
California	Abraham Lincoln  	4	38,733	1860.0	Republican
California	Stephen Douglas  	0	37,999	1860.0	Democratic
California	Brecki.	0	33,969	1860.0	-
California	John Bell  	0	9,111	1860.0	Constitutional Union
California	Other (+)	0	15	1860.0	 - 
Connecticut	Abraham Lincoln  	6	43,486	1860.0	Republican
Connecticut	Stephen Douglas  	0	17,364	1860.0	Democratic
Connecticut	Brecki.	0	16,558	1860.0	-
Connecticut	John Bell  	0	3,337	1860.0	Constitutional Union
Connecticut	Other (+)	0	0	1860.0	 - 
Delaware	Abraham Lincoln  	0	3,822	1860.0	Republican
Delaware	Stephen Douglas  	3	1,066	1860.0	Democratic
Delaware	Brecki.	0	7,339	1860.0	-
Delaware	John Bell  	0	3,888	1860.0	Constitutional Union
Delaware	Other (+)	0	0	1860.0	 - 
Florida	Abraham Lincoln  	0	0	1860.0	Republican
Florida	Stephen Douglas  	3	223	1860.0	Democratic
Florida	Brecki.	0	8,277	1860.0	-
Florida	John Bell  	0	4,801	1860.0	Constitutional Union
Florida	Other (+)	0	0	1860.0	 - 
Georgia	Abraham Lincoln  	0	0	1860.0	Republican
Georgia	Stephen Douglas  	10	11,581	1860.0	Democratic
Georgia	Brecki.	0	52,176	1860.0	-
Georgia	John Bell  	0	42,960	1860.0	Constitutional Union
Georgia	Other (+)	0	0	1860.0	 - 
Illinois	Abraham Lincoln  	11	172,171	1860.0	Republican
Illinois	Stephen Douglas  	0	160,215	1860.0	Democratic
Illinois	Brecki.	0	2,331	1860.0	-
Illinois	John Bell  	0	4,914	1860.0	Constitutional Union
Illinois	Other (+)	0	35	1860.0	 - 
Indiana	Abraham Lincoln  	13	139,033	1860.0	Republican
Indiana	Stephen Douglas  	0	115,509	1860.0	Democratic
Indiana	Brecki.	0	12,295	1860.0	-
Indiana	John Bell  	0	5,306	1860.0	Constitutional Union
Indiana	Other (+)	0	0	1860.0	 - 
Iowa	Abraham Lincoln  	4	70,302	1860.0	Republican
Iowa	Stephen Douglas  	0	55,639	1860.0	Democratic
Iowa	Brecki.	0	1,035	1860.0	-
Iowa	John Bell  	0	1,763	1860.0	Constitutional Union
Iowa	Other (+)	0	0	1860.0	 - 
Kentucky	Abraham Lincoln  	0	1,364	1860.0	Republican
Kentucky	Stephen Douglas  	0	25,651	1860.0	Democratic
Kentucky	Brecki.	12	53,143	1860.0	-
Kentucky	John Bell  	0	66,058	1860.0	Constitutional Union
Kentucky	Other (+)	0	0	1860.0	 - 
Louisiana	Abraham Lincoln  	0	0	1860.0	Republican
Louisiana	Stephen Douglas  	6	7,625	1860.0	Democratic
Louisiana	Brecki.	0	22,681	1860.0	-
Louisiana	John Bell  	0	20,204	1860.0	Constitutional Union
Louisiana	Other (+)	0	0	1860.0	 - 
Maine	Abraham Lincoln  	8	62,811	1860.0	Republican
Maine	Stephen Douglas  	0	29,693	1860.0	Democratic
